Description,Name,Lookup Type,Cable Instance,DT Suffix,Size,Color Full,Color,Conn_Designation,Channel,PLC Conn ID
Belden 8619 24V 2 Cables 1 PLC Conns per Channel,8619_24_2Cable_1Conn,Channel_Conn,1,#2,18 AWG,Red,RED,,18,0
Belden 8619 24V 2 Cables 1 PLC Conns per Channel,8619_24_2Cable_1Conn,Channel_Conn,1,#2,18 AWG,Green,GRN,,19,0
Belden 8619 24V 2 Cables 1 PLC Conns per Channel,8619_24_2Cable_1Conn,Channel_Conn,1,#2,18 AWG,Orange,ORG,,20,0
Belden 8619 24V 2 Cables 1 PLC Conns per Channel,8619_24_2Cable_1Conn,Channel_Conn,1,#2,18 AWG,White/Black,WHT/BLK,,21,0
Belden 8619 24V 2 Cables 1 PLC Conns per Channel,8619_24_2Cable_1Conn,Channel_Conn,1,#2,18 AWG,Red/Black,RED/BLK,,22,0
Belden 8619 24V 2 Cables 1 PLC Conns per Channel,8619_24_2Cable_1Conn,Channel_Conn,1,#2,18 AWG,Green/Black,GRN/BLK,,23,0
Belden 8619 24V 2 Cables 1 PLC Conns per Channel,8619_24_2Cable_1Conn,Channel_Conn,1,#2,18 AWG,Orange/Black,ORG/BLK,,24,0
Belden 8619 24V 2 Cables 1 PLC Conns per Channel,8619_24_2Cable_1Conn,Channel_Conn,1,#2,18 AWG,Blue/Black,BLU/BLK,,25,0
Belden 8619 24V 2 Cables 1 PLC Conns per Channel,8619_24_2Cable_1Conn,Channel_Conn,1,#2,18 AWG,Black/White,BLK/WHT,,26,0
Belden 8619 24V 2 Cables 1 PLC Conns per Channel,8619_24_2Cable_1Conn,Channel_Conn,1,#2,18 AWG,Red/White,RED/WHT,,27,0
Belden 8619 24V 2 Cables 1 PLC Conns per Channel,8619_24_2Cable_1Conn,Channel_Conn,1,#2,18 AWG,Green/White,GRN/WHT,,28,0
Belden 8619 24V 2 Cables 1 PLC Conns per Channel,8619_24_2Cable_1Conn,Channel_Conn,1,#2,18 AWG,Black/Red,BLK/RED,,29,0
Belden 8619 24V 2 Cables 1 PLC Conns per Channel,8619_24_2Cable_1Conn,Channel_Conn,1,#2,18 AWG,White/Red,WHT/RED,,30,0
Belden 8619 24V 2 Cables 1 PLC Conns per Channel,8619_24_2Cable_1Conn,Channel_Conn,1,#2,18 AWG,Orange/Red,ORG/RED,,31,0
Belden 8619 24V 2 Cables 1 PLC Conns per Channel,8619_24_2Cable_1Conn,Channel_Conn,1,#2,18 AWG,Blue/Red,BLU/RED,,,
Belden 8619 24V 2 Cables 1 PLC Conns per Channel,8619_24_2Cable_1Conn,Channel_Conn,1,#2,18 AWG,Blue,BLU,,T,1
Belden 8619 24V 2 Cables 1 PLC Conns per Channel,8619_24_2Cable_1Conn,Channel_Conn,1,#2,18 AWG,Blue/White,BLU/WHT,,B,1
,,,,,,,,,,
Belden 8619 24V 1 Cables 2 PLC Conns per Channel,8619_24_1Cable_2Conn,Channel_Conn,0,,18 AWG,Black,BLK,,0,0
Belden 8619 24V 1 Cables 2 PLC Conns per Channel,8619_24_1Cable_2Conn,Channel_Conn,0,,18 AWG,White,WHT,,0,0
Belden 8619 24V 1 Cables 2 PLC Conns per Channel,8619_24_1Cable_2Conn,Channel_Conn,0,,18 AWG,Red,RED,,1,0
Belden 8619 24V 1 Cables 2 PLC Conns per Channel,8619_24_1Cable_2Conn,Channel_Conn,0,,18 AWG,Green,GRN,,1,0
Belden 8619 24V 1 Cables 2 PLC Conns per Channel,8619_24_1Cable_2Conn,Channel_Conn,0,,18 AWG,Orange,ORG,,2,0
Belden 8619 24V 1 Cables 2 PLC Conns per Channel,8619_24_1Cable_2Conn,Channel_Conn,0,,18 AWG,White/Black,WHT/BLK,,2,0
Belden 8619 24V 1 Cables 2 PLC Conns per Channel,8619_24_1Cable_2Conn,Channel_Conn,0,,18 AWG,Red/Black,RED/BLK,,3,0
Belden 8619 24V 1 Cables 2 PLC Conns per Channel,8619_24_1Cable_2Conn,Channel_Conn,0,,18 AWG,Green/Black,GRN/BLK,,3,0
Belden 8619 24V 1 Cables 2 PLC Conns per Channel,8619_24_1Cable_2Conn,Channel_Conn,0,,18 AWG,Orange/Black,ORG/BLK,,4,0
Belden 8619 24V 1 Cables 2 PLC Conns per Channel,8619_24_1Cable_2Conn,Channel_Conn,0,,18 AWG,Blue/Black,BLU/BLK,,4,0
Belden 8619 24V 1 Cables 2 PLC Conns per Channel,8619_24_1Cable_2Conn,Channel_Conn,0,,18 AWG,Black/White,BLK/WHT,,5,0
Belden 8619 24V 1 Cables 2 PLC Conns per Channel,8619_24_1Cable_2Conn,Channel_Conn,0,,18 AWG,Red/White,RED/WHT,,5,0
Belden 8619 24V 1 Cables 2 PLC Conns per Channel,8619_24_1Cable_2Conn,Channel_Conn,0,,18 AWG,Green/White,GRN/WHT,,6,0
Belden 8619 24V 1 Cables 2 PLC Conns per Channel,8619_24_1Cable_2Conn,Channel_Conn,0,,18 AWG,Black/Red,BLK/RED,,6,0
Belden 8619 24V 1 Cables 2 PLC Conns per Channel,8619_24_1Cable_2Conn,Channel_Conn,0,,18 AWG,White/Red,WHT/RED,,7,0
Belden 8619 24V 1 Cables 2 PLC Conns per Channel,8619_24_1Cable_2Conn,Channel_Conn,0,,18 AWG,Orange/Red,ORG/RED,,7,0
Belden 8619 24V 1 Cables 2 PLC Conns per Channel,8619_24_1Cable_2Conn,Channel_Conn,0,,18 AWG,Blue/Red,BLU/RED,,,
Belden 8619 24V 1 Cables 2 PLC Conns per Channel,8619_24_1Cable_2Conn,Channel_Conn,0,,18 AWG,Blue,BLU,,T,0
Belden 8619 24V 1 Cables 2 PLC Conns per Channel,8619_24_1Cable_2Conn,Channel_Conn,0,,18 AWG,Blue/White,BLU/WHT,,B,0
,,,,,,,,,,
Belden 8619 24V 1 Cables 1 PLC Conns per Channel,8619_24_1Cable_1Conn,Channel_Conn,0,,18 AWG,Black,BLK,,0,0
Belden 8619 24V 1 Cables 1 PLC Conns per Channel,8619_24_1Cable_1Conn,Channel_Conn,0,,18 AWG,White,WHT,,1,0
Belden 8619 24V 1 Cables 1 PLC Conns per Channel,8619_24_1Cable_1Conn,Channel_Conn,0,,18 AWG,Red,RED,,2,0
Belden 8619 24V 1 Cables 1 PLC Conns per Channel,8619_24_1Cable_1Conn,Channel_Conn,0,,18 AWG,Green,GRN,,3,0
Belden 8619 24V 1 Cables 1 PLC Conns per Channel,8619_24_1Cable_1Conn,Channel_Conn,0,,18 AWG,Orange,ORG,,4,0
Belden 8619 24V 1 Cables 1 PLC Conns per Channel,8619_24_1Cable_1Conn,Channel_Conn,0,,18 AWG,White/Black,WHT/BLK,,5,0
Belden 8619 24V 1 Cables 1 PLC Conns per Channel,8619_24_1Cable_1Conn,Channel_Conn,0,,18 AWG,Red/Black,RED/BLK,,6,0
Belden 8619 24V 1 Cables 1 PLC Conns per Channel,8619_24_1Cable_1Conn,Channel_Conn,0,,18 AWG,Green/Black,GRN/BLK,,7,0
Belden 8619 24V 1 Cables 1 PLC Conns per Channel,8619_24_1Cable_1Conn,Channel_Conn,0,,18 AWG,Orange/Black,ORG/BLK,,8,0
Belden 8619 24V 1 Cables 1 PLC Conns per Channel,8619_24_1Cable_1Conn,Channel_Conn,0,,18 AWG,Blue/Black,BLU/BLK,,9,0
Belden 8619 24V 1 Cables 1 PLC Conns per Channel,8619_24_1Cable_1Conn,Channel_Conn,0,,18 AWG,Black/White,BLK/WHT,,10,0
Belden 8619 24V 1 Cables 1 PLC Conns per Channel,8619_24_1Cable_1Conn,Channel_Conn,0,,18 AWG,Red/White,RED/WHT,,11,0
Belden 8619 24V 1 Cables 1 PLC Conns per Channel,8619_24_1Cable_1Conn,Channel_Conn,0,,18 AWG,Green/White,GRN/WHT,,12,0
Belden 8619 24V 1 Cables 1 PLC Conns per Channel,8619_24_1Cable_1Conn,Channel_Conn,0,,18 AWG,Black/Red,BLK/RED,,13,0
Belden 8619 24V 1 Cables 1 PLC Conns per Channel,8619_24_1Cable_1Conn,Channel_Conn,0,,18 AWG,White/Red,WHT/RED,,14,0
Belden 8619 24V 1 Cables 1 PLC Conns per Channel,8619_24_1Cable_1Conn,Channel_Conn,0,,18 AWG,Orange/Red,ORG/RED,,15,0
Belden 8619 24V 1 Cables 1 PLC Conns per Channel,8619_24_1Cable_1Conn,Channel_Conn,0,,18 AWG,Blue/Red,BLU/RED,,,
Belden 8619 24V 1 Cables 1 PLC Conns per Channel,8619_24_1Cable_1Conn,Channel_Conn,0,,18 AWG,Blue,BLU,,T,0
Belden 8619 24V 1 Cables 1 PLC Conns per Channel,8619_24_1Cable_1Conn,Channel_Conn,0,,18 AWG,Blue/White,BLU/WHT,,B,0
,,,,,,,,,,
Belden 8466 120V 1 Cables 1 PLC Conns per Channel,8466_120_1Cable_1Conn,Channel_Conn,0,,18 AWG,Red,RED,,0,0
Belden 8466 120V 1 Cables 1 PLC Conns per Channel,8466_120_1Cable_1Conn,Channel_Conn,0,,18 AWG,Green,GRN,,1,0
Belden 8466 120V 1 Cables 1 PLC Conns per Channel,8466_120_1Cable_1Conn,Channel_Conn,0,,18 AWG,Orange,ORG,,2,0
Belden 8466 120V 1 Cables 1 PLC Conns per Channel,8466_120_1Cable_1Conn,Channel_Conn,0,,18 AWG,Blue,BLU,,3,0
Belden 8466 120V 1 Cables 1 PLC Conns per Channel,8466_120_1Cable_1Conn,Channel_Conn,0,,18 AWG,White/Black,WHT/BLK,,4,0
Belden 8466 120V 1 Cables 1 PLC Conns per Channel,8466_120_1Cable_1Conn,Channel_Conn,0,,18 AWG,Red/Black,RED/BLK,,5,0
Belden 8466 120V 1 Cables 1 PLC Conns per Channel,8466_120_1Cable_1Conn,Channel_Conn,0,,18 AWG,Green/Black,GRN/BLK,,6,0
Belden 8466 120V 1 Cables 1 PLC Conns per Channel,8466_120_1Cable_1Conn,Channel_Conn,0,,18 AWG,Orange/Black,ORG/BLK,,7,0
Belden 8466 120V 1 Cables 1 PLC Conns per Channel,8466_120_1Cable_1Conn,Channel_Conn,0,,18 AWG,Blue/Black,BLU/BLK,,,
Belden 8466 120V 1 Cables 1 PLC Conns per Channel,8466_120_1Cable_1Conn,Channel_Conn,0,,18 AWG,Black/White,BLK/WHT,,,
Belden 8466 120V 1 Cables 1 PLC Conns per Channel,8466_120_1Cable_1Conn,Channel_Conn,0,,18 AWG,Black,BLK,,T,0
Belden 8466 120V 1 Cables 1 PLC Conns per Channel,8466_120_1Cable_1Conn,Channel_Conn,0,,18 AWG,White,WHT,,B,0
,,,,,,,,,,
Belden 8466 24V 1 Cables 1 PLC Conns per Channel,8466_24_1Cable_1Conn,Channel_Conn,0,,18 AWG,Black,BLK,,0,0
Belden 8466 24V 1 Cables 1 PLC Conns per Channel,8466_24_1Cable_1Conn,Channel_Conn,0,,18 AWG,White,WHT,,1,0
Belden 8466 24V 1 Cables 1 PLC Conns per Channel,8466_24_1Cable_1Conn,Channel_Conn,0,,18 AWG,Red,RED,,2,0
Belden 8466 24V 1 Cables 1 PLC Conns per Channel,8466_24_1Cable_1Conn,Channel_Conn,0,,18 AWG,Green,GRN,,3,0
Belden 8466 24V 1 Cables 1 PLC Conns per Channel,8466_24_1Cable_1Conn,Channel_Conn,0,,18 AWG,Orange,ORG,,4,0
Belden 8466 24V 1 Cables 1 PLC Conns per Channel,8466_24_1Cable_1Conn,Channel_Conn,0,,18 AWG,White/Black,WHT/BLK,,5,0
Belden 8466 24V 1 Cables 1 PLC Conns per Channel,8466_24_1Cable_1Conn,Channel_Conn,0,,18 AWG,Red/Black,RED/BLK,,6,0
Belden 8466 24V 1 Cables 1 PLC Conns per Channel,8466_24_1Cable_1Conn,Channel_Conn,0,,18 AWG,Green/Black,GRN/BLK,,7,0
Belden 8466 24V 1 Cables 1 PLC Conns per Channel,8466_24_1Cable_1Conn,Channel_Conn,0,,18 AWG,Orange/Black,ORG/BLK,,,
Belden 8466 24V 1 Cables 1 PLC Conns per Channel,8466_24_1Cable_1Conn,Channel_Conn,0,,18 AWG,Blue/Black,BLU/BLK,,,
Belden 8466 24V 1 Cables 1 PLC Conns per Channel,8466_24_1Cable_1Conn,Channel_Conn,0,,18 AWG,Blue,BLU,,T,0
Belden 8466 24V 1 Cables 1 PLC Conns per Channel,8466_24_1Cable_1Conn,Channel_Conn,0,,18 AWG,Black/White,BLK/WHT,,B,0
,,,,,,,,,,
Allen-Bradley 1492-CABLExxxTBCH Flying Leads,1492_CABLE_TBCH,Conn_Designation,0,,18 AWG?,,BLK,1,,
Allen-Bradley 1492-CABLExxxTBCH Flying Leads,1492_CABLE_TBCH,Conn_Designation,0,,18 AWG?,,WHT,2,,
Allen-Bradley 1492-CABLExxxTBCH Flying Leads,1492_CABLE_TBCH,Conn_Designation,0,,18 AWG?,,RED,3,,
Allen-Bradley 1492-CABLExxxTBCH Flying Leads,1492_CABLE_TBCH,Conn_Designation,0,,18 AWG?,,GRN,4,,
Allen-Bradley 1492-CABLExxxTBCH Flying Leads,1492_CABLE_TBCH,Conn_Designation,0,,18 AWG?,,ORG,5,,
Allen-Bradley 1492-CABLExxxTBCH Flying Leads,1492_CABLE_TBCH,Conn_Designation,0,,18 AWG?,,BLU,6,,
Allen-Bradley 1492-CABLExxxTBCH Flying Leads,1492_CABLE_TBCH,Conn_Designation,0,,18 AWG?,,WHT/BLK,7,,
Allen-Bradley 1492-CABLExxxTBCH Flying Leads,1492_CABLE_TBCH,Conn_Designation,0,,18 AWG?,,RED/BLK,8,,
Allen-Bradley 1492-CABLExxxTBCH Flying Leads,1492_CABLE_TBCH,Conn_Designation,0,,18 AWG?,,GRN/BLK,9,,
Allen-Bradley 1492-CABLExxxTBCH Flying Leads,1492_CABLE_TBCH,Conn_Designation,0,,18 AWG?,,ORG/BLK,10,,
Allen-Bradley 1492-CABLExxxTBCH Flying Leads,1492_CABLE_TBCH,Conn_Designation,0,,18 AWG?,,BLU/BLK,11,,
Allen-Bradley 1492-CABLExxxTBCH Flying Leads,1492_CABLE_TBCH,Conn_Designation,0,,18 AWG?,,BLK/WHT,12,,
Allen-Bradley 1492-CABLExxxTBCH Flying Leads,1492_CABLE_TBCH,Conn_Designation,0,,18 AWG?,,RED/WHT,13,,
Allen-Bradley 1492-CABLExxxTBCH Flying Leads,1492_CABLE_TBCH,Conn_Designation,0,,18 AWG?,,GRN/WHT,14,,
Allen-Bradley 1492-CABLExxxTBCH Flying Leads,1492_CABLE_TBCH,Conn_Designation,0,,18 AWG?,,BLU/WHT,15,,
Allen-Bradley 1492-CABLExxxTBCH Flying Leads,1492_CABLE_TBCH,Conn_Designation,0,,18 AWG?,,BLK/RED,16,,
Allen-Bradley 1492-CABLExxxTBCH Flying Leads,1492_CABLE_TBCH,Conn_Designation,0,,18 AWG?,,WHT/RED,17,,
Allen-Bradley 1492-CABLExxxTBCH Flying Leads,1492_CABLE_TBCH,Conn_Designation,0,,18 AWG?,,ORG/RED,18,,
Allen-Bradley 1492-CABLExxxTBCH Flying Leads,1492_CABLE_TBCH,Conn_Designation,0,,18 AWG?,,BLU/RED,19,,
Allen-Bradley 1492-CABLExxxTBCH Flying Leads,1492_CABLE_TBCH,Conn_Designation,0,,18 AWG?,,RED/GRN,20,,
Allen-Bradley 1492-CABLExxxTBCH Flying Leads,1492_CABLE_TBCH,Conn_Designation,0,,18 AWG?,,ORG/GRN,21,,
Allen-Bradley 1492-CABLExxxTBCH Flying Leads,1492_CABLE_TBCH,Conn_Designation,0,,18 AWG?,,BLK/WHT/RED,22,,
Allen-Bradley 1492-CABLExxxTBCH Flying Leads,1492_CABLE_TBCH,Conn_Designation,0,,18 AWG?,,WHT/BLK/RED,23,,
Allen-Bradley 1492-CABLExxxTBCH Flying Leads,1492_CABLE_TBCH,Conn_Designation,0,,18 AWG?,,RED/BLK/WHT,24,,
Allen-Bradley 1492-CABLExxxTBCH Flying Leads,1492_CABLE_TBCH,Conn_Designation,0,,18 AWG?,,GRN/BLK/WHT,25,,
Allen-Bradley 1492-CABLExxxTBCH Flying Leads,1492_CABLE_TBCH,Conn_Designation,0,,18 AWG?,,ORG/BLK/WHT,26,,
Allen-Bradley 1492-CABLExxxTBCH Flying Leads,1492_CABLE_TBCH,Conn_Designation,0,,18 AWG?,,BLU/BLK/WHT,27,,
Allen-Bradley 1492-CABLExxxTBCH Flying Leads,1492_CABLE_TBCH,Conn_Designation,0,,18 AWG?,,BLK/RED/GRN,28,,
Allen-Bradley 1492-CABLExxxTBCH Flying Leads,1492_CABLE_TBCH,Conn_Designation,0,,18 AWG?,,WHT/RED/GRN,29,,
Allen-Bradley 1492-CABLExxxTBCH Flying Leads,1492_CABLE_TBCH,Conn_Designation,0,,18 AWG?,,RED/BLK/GRN,30,,
Allen-Bradley 1492-CABLExxxTBCH Flying Leads,1492_CABLE_TBCH,Conn_Designation,0,,18 AWG?,,GRN/BLK/ORG,31,,
Allen-Bradley 1492-CABLExxxTBCH Flying Leads,1492_CABLE_TBCH,Conn_Designation,0,,18 AWG?,,ORG/BLK/GRN,32,,
Allen-Bradley 1492-CABLExxxTBCH Flying Leads,1492_CABLE_TBCH,Conn_Designation,0,,18 AWG?,,BLU/WHT/ORG,33,,
Allen-Bradley 1492-CABLExxxTBCH Flying Leads,1492_CABLE_TBCH,Conn_Designation,0,,18 AWG?,,BLK/WHT/ORG,34,,
Allen-Bradley 1492-CABLExxxTBCH Flying Leads,1492_CABLE_TBCH,Conn_Designation,0,,18 AWG?,,WHT/RED/ORG,35,,
Allen-Bradley 1492-CABLExxxTBCH Flying Leads,1492_CABLE_TBCH,Conn_Designation,0,,18 AWG?,,ORG/WHT/BLU,36,,
,,,,,,,,,,
Allen-Bradley 1492-CABLExxxTBNH Flying Leads,1492_CABLE_TBNH,Conn_Designation,0,,18 AWG?,,BLK,1,,
Allen-Bradley 1492-CABLExxxTBNH Flying Leads,1492_CABLE_TBNH,Conn_Designation,0,,18 AWG?,,WHT,2,,
Allen-Bradley 1492-CABLExxxTBNH Flying Leads,1492_CABLE_TBNH,Conn_Designation,0,,18 AWG?,,RED,3,,
Allen-Bradley 1492-CABLExxxTBNH Flying Leads,1492_CABLE_TBNH,Conn_Designation,0,,18 AWG?,,GRN,4,,
Allen-Bradley 1492-CABLExxxTBNH Flying Leads,1492_CABLE_TBNH,Conn_Designation,0,,18 AWG?,,ORG,5,,
Allen-Bradley 1492-CABLExxxTBNH Flying Leads,1492_CABLE_TBNH,Conn_Designation,0,,18 AWG?,,BLU,6,,
Allen-Bradley 1492-CABLExxxTBNH Flying Leads,1492_CABLE_TBNH,Conn_Designation,0,,18 AWG?,,WHT/BLK,7,,
Allen-Bradley 1492-CABLExxxTBNH Flying Leads,1492_CABLE_TBNH,Conn_Designation,0,,18 AWG?,,RED/BLK,8,,
Allen-Bradley 1492-CABLExxxTBNH Flying Leads,1492_CABLE_TBNH,Conn_Designation,0,,18 AWG?,,GRN/BLK,9,,
Allen-Bradley 1492-CABLExxxTBNH Flying Leads,1492_CABLE_TBNH,Conn_Designation,0,,18 AWG?,,ORG/BLK,10,,
Allen-Bradley 1492-CABLExxxTBNH Flying Leads,1492_CABLE_TBNH,Conn_Designation,0,,18 AWG?,,BLU/BLK,11,,
Allen-Bradley 1492-CABLExxxTBNH Flying Leads,1492_CABLE_TBNH,Conn_Designation,0,,18 AWG?,,BLK/WHT,12,,
Allen-Bradley 1492-CABLExxxTBNH Flying Leads,1492_CABLE_TBNH,Conn_Designation,0,,18 AWG?,,RED/WHT,13,,
Allen-Bradley 1492-CABLExxxTBNH Flying Leads,1492_CABLE_TBNH,Conn_Designation,0,,18 AWG?,,GRN/WHT,14,,
Allen-Bradley 1492-CABLExxxTBNH Flying Leads,1492_CABLE_TBNH,Conn_Designation,0,,18 AWG?,,BLU/WHT,15,,
Allen-Bradley 1492-CABLExxxTBNH Flying Leads,1492_CABLE_TBNH,Conn_Designation,0,,18 AWG?,,BLK/RED,16,,
Allen-Bradley 1492-CABLExxxTBNH Flying Leads,1492_CABLE_TBNH,Conn_Designation,0,,18 AWG?,,WHT/RED,17,,
Allen-Bradley 1492-CABLExxxTBNH Flying Leads,1492_CABLE_TBNH,Conn_Designation,0,,18 AWG?,,ORG/RED,18,,
Allen-Bradley 1492-CABLExxxTBNH Flying Leads,1492_CABLE_TBNH,Conn_Designation,0,,18 AWG?,,BLU/RED,19,,
Allen-Bradley 1492-CABLExxxTBNH Flying Leads,1492_CABLE_TBNH,Conn_Designation,0,,18 AWG?,,RED/GRN,20,,
,,,,,,,,,,
Belden 8760 1 channel,,,,,,,,,,
